Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Acer,3.8590398,32,256,16.33078466,2.774311787,10483.97863
Acer,2.549318292,32,512,15.94596135,2.340621927,18164.70385
Asus,3.096314869,16,256,14.78023927,4.752629029,9674.421041
HP,2.493985995,32,256,16.14872237,4.333433733,10259.56805
Dell,2.185538006,8,256,15.70263433,4.467017334,9469.108521
Asus,3.95994412,8,1000,13.57390959,4.708291364,31967.51364
Lenovo,2.523335016,16,256,12.20639091,3.57469996,9852.218948
Asus,3.735248009,4,1000,14.08520624,3.353579574,31588.88717
Asus,2.074886515,4,256,15.4173733,2.991174421,9059.269729
HP,2.03276176,32,256,13.61851759,3.767643843,10740.17439
Lenovo,1.577835207,8,512,15.00063146,3.36283519,16841.40728
Asus,3.129167063,4,1000,11.56596456,3.35469676,31685.19705
Dell,2.421315859,16,256,15.48802842,4.810783591,9602.424644
Dell,3.660895625,16,1000,15.87628172,4.952094543,32443.38728
Acer,2.683024767,8,1000,15.24102713,4.389453168,31587.74709
Lenovo,3.92048357,16,512,16.80358153,4.270274271,17358.18113
Lenovo,1.963813789,16,512,15.95991234,4.041674485,17330.02768
Acer,3.67155792,8,512,16.41856237,2.498224557,17203.63996
Asus,3.441492132,32,512,16.6014265,2.177317463,18133.59751
Lenovo,3.427304612,32,512,15.80808795,4.072178945,18459.19946
Dell,3.61195807,16,512,15.04555305,4.186358667,17462.73379
Dell,3.402559977,32,512,11.03431149,2.140918973,18958.31729
HP,3.065550804,32,512,13.79495452,4.784155251,18008.27925
Lenovo,1.828112194,16,256,14.42697379,2.273421918,9368.842707
Asus,1.581315449,32,1000,12.82418163,2.857701601,32818.07993
Acer,3.80211962,16,512,12.90862668,4.017169438,17611.82039
Acer,3.041625786,4,512,16.76695649,2.509617783,17148.40857
Asus,3.491343227,8,1000,16.35026519,2.166247665,31979.68968
HP,2.703805879,8,256,16.09507403,2.993439467,9296.266836
Acer,1.793270472,32,1000,13.43607081,4.297914725,32408.57788
Lenovo,1.812964481,32,1000,11.0821913,3.241036037,32866.04298
HP,3.213913218,32,512,11.48133348,3.958918766,18035.13009
Lenovo,2.575764737,8,1000,12.87317821,3.738857292,31747.00913
Dell,2.001311817,4,1000,11.09445748,2.066655446,31485.28471
HP,2.728986367,4,512,11.10289869,4.965619961,16752.81549
Acer,1.660522343,8,512,16.49961981,2.124284266,16840.02451
HP,2.954928505,4,512,15.23695101,4.903408213,16709.94542
HP,2.172483511,8,512,12.85373594,3.649592535,17007.62404
HP,3.493897752,4,1000,11.79586747,4.889477081,30976.61636
HP,2.275904897,16,1000,14.06981431,2.344260798,32156.27993
Lenovo,2.638050373,16,256,11.03207697,3.471225558,9717.434626
Dell,1.52905135,8,256,16.63048246,2.508512276,9148.771657
Asus,1.681117219,4,1000,13.48889072,2.152924631,31332.93247
HP,2.481233891,32,256,13.41400973,3.852587345,10231.28982
Acer,2.699847087,4,1000,13.34356165,2.623350263,30998.00861
HP,3.00005137,16,256,11.41596998,3.763091055,9864.413777
Acer,2.229156447,16,512,14.82993344,2.337093446,17642.36826
Lenovo,3.237454715,4,256,15.39802172,2.995959414,8957.611389
Acer,3.650305993,4,512,15.05675239,4.344897674,16837.25125
Asus,3.449627472,32,512,11.83061296,3.311154566,18503.89119
Dell,1.599047063,32,512,14.47304101,3.883236245,18102.21582
Acer,2.701267368,4,512,14.41690691,3.942373822,17441.78956
Acer,1.762325446,4,256,16.21046473,4.531265132,9226.493226
Dell,2.10511254,4,1000,13.27476595,2.974768383,31523.85504
Asus,3.966656483,4,512,13.22891566,4.061886688,16924.533
HP,1.856238857,8,256,14.71116235,4.884847421,9301.583704
Acer,2.747220384,4,512,14.79843592,4.190730003,17162.58823
Dell,3.045389336,32,256,13.81571136,3.46961143,10597.81783
Lenovo,3.256162426,16,256,13.65835617,3.892152333,9842.035171
Dell,2.899121709,8,256,13.96488602,4.219048693,9425.202281
Lenovo,1.524427119,4,1000,16.1662718,3.836827297,31156.94285
Asus,2.316153271,16,256,13.76700141,2.05002744,9751.863111
HP,2.794279108,8,256,16.63959075,2.584320493,9494.598859
Dell,1.719666248,16,1000,14.02402258,4.431404652,32176.09694
Acer,2.376567328,4,1000,16.69520416,2.817951942,31443.15954
Asus,1.583007772,4,256,15.99699141,4.194686359,9109.540228
Dell,1.696446243,32,1000,13.17458794,3.116360646,32639.70434
Acer,2.492308191,4,512,16.18184853,3.565652984,16974.39397
Dell,1.831789385,4,512,11.66037971,2.203919899,16587.51458
Lenovo,2.918852121,8,1000,16.55028305,2.543676683,31904.03392
Dell,3.223662423,32,1000,14.78986109,4.871590891,33137.46096
Dell,3.501466748,8,256,11.32634449,4.67041416,9246.784871
Dell,2.000375611,16,1000,14.86554034,3.956825333,32178.29276
Asus,1.918706456,4,256,16.84548592,3.378933792,9033.566194
Dell,1.761419601,16,512,11.41880393,4.027283879,17106.42782
Acer,3.091075624,8,1000,14.32812626,3.855830867,31624.21772
Lenovo,3.266189316,4,256,15.4867661,3.705656767,9365.556673
Lenovo,1.578965362,4,256,15.86155152,2.177531216,8990.324453
Dell,3.840530616,8,512,13.48296479,3.898407832,17332.94278
Asus,1.629928209,8,1000,12.22499936,4.306760134,31505.46218
Asus,2.853240838,8,512,11.25405367,4.982244964,17127.62372
Acer,3.272651299,8,256,14.47835694,2.033235658,10059.02187
Dell,3.677422809,8,256,13.71746642,4.19052036,9555.867038
Lenovo,3.28521733,4,1000,16.69246637,3.715367948,31506.82444
Asus,3.504320208,8,256,11.36362945,3.302156528,9071.152399
Dell,2.348625481,4,1000,15.11237206,2.382710524,31209.08207
Asus,3.537062784,4,512,11.14979733,3.227255446,17205.20568
Asus,1.700287116,8,1000,12.02860506,3.063131549,31593.98311
Lenovo,3.73704164,8,1000,13.721474,2.908489667,31622.7557
HP,2.86898094,32,256,13.72923466,4.19263887,11079.29698
Acer,3.543244425,4,256,15.11420326,4.102176564,9415.26408
Acer,2.630795711,8,1000,16.46127821,3.767060273,31809.77745
Lenovo,3.108944238,8,256,14.83419295,4.81599444,9899.157798
Asus,2.816006652,8,256,16.72121059,3.049563153,9795.021055
Dell,3.328973804,32,256,16.28969384,2.731405813,10900.50207
Asus,1.704074955,32,1000,14.50699877,3.967709939,32857.12066
Lenovo,1.65088021,16,256,16.00275171,2.596442183,9788.823674
Acer,2.117758085,4,1000,14.85546566,2.945031522,31343.01719
Asus,1.8988617,16,256,11.47134699,2.67380732,9619.819786
Acer,3.679458916,8,512,15.44338834,2.207460703,17397.54904
Dell,2.048034968,32,256,11.56945065,4.482496225,10350.81453
Acer,3.93966314,32,256,14.56449668,2.763621629,10638.50244
Acer,2.342239479,16,1000,15.21584124,3.41908251,31985.34782
HP,1.955294789,32,1000,11.39916565,2.12994582,32500.15629
HP,3.474246268,8,256,12.38476792,4.098018399,9494.438942
HP,3.146769439,32,512,16.49403339,2.991683007,18033.2263
Acer,2.745489291,16,256,14.69788695,4.234210183,9848.921198
Lenovo,2.888408877,8,256,12.47771611,3.237209181,9048.609107
Acer,3.298004446,16,512,15.14407863,2.587266819,17515.91518
Lenovo,2.071136853,32,1000,14.58065852,3.539525247,32871.2655
Lenovo,3.99083479,16,256,14.0094542,2.391513679,10192.67025
HP,3.936982905,16,1000,16.85712185,3.32161748,32525.79469
Asus,3.125814216,4,1000,15.10072266,2.951916432,31661.60492
Dell,1.998856127,32,512,13.25264666,4.735878753,17853.61071
HP,3.200570606,32,512,15.80044059,2.182786165,18590.41674
HP,1.680496022,16,1000,16.30749976,4.082052242,31702.1484
Asus,1.576631256,4,256,11.75132336,2.548253498,9123.785347
Dell,2.144207221,32,1000,12.20331787,2.957135223,32868.8774
Acer,2.656557392,8,256,12.29736205,3.246542189,9596.573601
Acer,3.670681264,16,256,15.14727086,4.724045268,9974.814914
HP,3.317922674,32,512,14.61823733,2.727734798,18224.91911
Dell,3.356766303,8,256,14.71394939,2.273926408,9264.362479
HP,2.563733336,32,256,16.6446398,2.956068812,10359.76291
Lenovo,2.364837481,8,1000,15.6554692,2.314027912,31335.58165
HP,2.427596907,16,512,11.76762155,2.385789458,17545.4145
HP,3.969123909,32,256,13.08504249,3.721551794,11011.7935
Acer,1.600272979,32,256,13.61236188,2.182705799,10461.21476
Acer,3.66757874,4,512,13.37576953,2.092792644,17033.49503
Acer,2.946688521,16,1000,15.01585165,4.143242304,32560.4142
Lenovo,2.596538548,8,512,16.35135862,3.084941285,17055.85577
Acer,3.313144151,32,512,12.83630878,2.376126048,18399.77711
Dell,2.716672354,32,256,14.31126282,2.760838313,10572.38104
Asus,3.683558095,8,256,15.73645653,3.926259522,9524.516541
Dell,3.75175466,16,1000,13.49730835,2.826609701,32418.2259
Dell,2.554302317,4,256,12.00870877,3.483563375,8969.499667
Acer,2.192069493,4,256,13.84970579,2.36508592,8931.64159
Asus,2.980875821,32,512,11.33133512,3.764280913,18381.45293
Asus,3.780908364,8,256,16.65430072,2.948233052,9540.263683
Asus,2.026655473,32,1000,11.44892723,3.880905304,32722.19699
Lenovo,3.057416459,8,512,13.63074029,4.425184647,17031.58063
Acer,3.07890055,4,1000,14.17928757,3.834939258,31558.70621
Asus,3.332782556,16,512,16.91182299,2.887242688,17501.26272
Lenovo,1.828919213,8,256,11.99613094,2.767231105,9029.9164
HP,3.289562412,4,512,11.68658911,2.982262876,16757.87521
HP,3.772581302,32,512,11.05223688,2.49386154,18579.2884
Lenovo,1.949207772,8,256,11.93342862,2.543515553,9217.451938
Lenovo,2.093858312,16,256,12.24363787,4.372073306,9783.633852
Acer,3.928487735,32,1000,14.78348565,3.15419773,33354.9026
Acer,1.952442382,32,1000,12.31824074,3.307985542,32611.79057
HP,3.635962733,4,256,11.12312489,3.782148397,9468.150557
Asus,2.730694641,8,256,15.95971007,3.768960485,9404.81938
HP,2.118077686,32,256,13.19357421,2.202130615,10413.73101
Asus,3.676874753,16,512,13.12218012,4.494622359,17863.34575
Asus,2.613263138,8,512,12.81487418,2.53197966,17124.38401
Acer,2.787043385,16,512,16.85223966,4.169214908,17442.27647
Dell,2.398083423,32,256,12.0206925,4.318012964,10554.60907
Dell,2.982377129,16,1000,16.38942838,4.144698602,31929.67448
Lenovo,1.908809681,4,256,15.66081999,3.73693294,9087.071603
Acer,2.477703842,16,512,11.45887973,2.043826991,17064.36178
Asus,3.923530806,8,512,16.92037461,3.081126477,17155.42246
Dell,2.145333582,16,256,12.62819578,3.814518288,9740.413389
Asus,3.141841661,16,256,11.59149756,3.162353888,9274.525545
Dell,2.312975161,4,512,15.9758854,4.590439685,17156.71072
Dell,3.433682814,16,512,15.2400532,2.926406826,17789.1721
Dell,1.827184152,16,512,14.70331284,2.880604377,16922.99042
Acer,3.924552613,32,256,11.93588518,2.797993079,11255.34802
HP,2.634473853,32,512,13.8709767,2.998342607,18769.15166
Asus,2.090126158,8,512,15.68333616,3.672214893,16918.87147
Acer,1.683741868,32,1000,12.82174363,4.121045883,32466.67497
Acer,1.924394763,32,256,12.87013897,3.987703753,10719.66541
Acer,2.799434871,32,1000,11.01884544,4.42315346,32767.27432
Acer,2.342507941,32,1000,12.04546041,4.657741986,32795.04128
Acer,3.572208415,4,512,16.25243375,4.448237127,17298.46593
Lenovo,2.577218809,32,256,13.65047895,2.05683621,10517.18269
Asus,2.121785681,4,512,16.905407,4.207753861,16732.17689
Acer,3.042862467,4,256,13.37424778,2.625198721,8975.326466
Asus,3.266943042,32,1000,15.29111873,2.398784128,32909.11452
Lenovo,1.91760477,16,256,12.69151426,3.915466354,9526.042606
Lenovo,1.919048041,4,512,13.18285785,2.959229586,16430.16183
Asus,1.591678567,16,512,12.14435593,2.17135149,16969.92215
Dell,3.341005038,16,512,13.08237421,2.412889203,17572.43986
HP,3.159511319,32,256,14.28342512,2.002788251,10307.60205
Dell,2.686577189,8,1000,16.95063729,4.709670882,31553.39887
Dell,3.610426122,32,1000,14.98521028,2.073853952,33489.96969
Dell,3.514175382,8,256,12.19547573,2.628367309,9431.367188
Acer,2.963385911,8,512,11.26976865,3.248788342,16951.43999
Lenovo,3.670678201,32,1000,11.75813889,3.069713978,32968.61211
Dell,2.014603025,32,512,14.37533121,4.735177631,18036.24498
Lenovo,1.779799048,8,256,15.59096197,2.120866837,9341.544155
Asus,2.174374029,32,512,16.64251524,3.536644123,18293.3319
HP,1.64271714,8,1000,11.09493903,4.041438388,31331.87614
Asus,2.82792382,16,1000,14.13656085,4.795093921,32057.59756
Asus,3.841514231,32,512,13.82520414,3.861113756,18728.75041
Acer,1.598358852,16,256,14.93633013,4.411265708,9252.224765
HP,1.805274785,4,512,14.35747313,2.251174814,16674.17627
Asus,2.630497571,16,256,15.1222349,3.157818533,9804.015335
Asus,3.834687544,16,512,14.94849551,3.121841403,17539.35243
HP,2.290390262,8,1000,11.70207035,4.658864649,31522.50349
HP,2.768087022,16,256,15.79830748,2.454113514,9642.707127
Asus,1.603932148,32,256,11.73939545,2.455658517,10438.45157
HP,1.870858002,8,256,15.19118375,2.98567445,8960.4972
Asus,3.966575307,4,1000,13.49687221,2.163398142,31954.08526
Asus,3.912796741,32,512,14.08310441,2.547374122,18484.08666
Acer,1.512349952,4,1000,16.41978809,4.895628916,31192.30269
Dell,3.879529464,16,256,16.33930236,3.28455182,9848.907002
Asus,3.097799845,32,512,15.90713783,3.896057625,18564.87371
Lenovo,3.669795736,32,1000,14.06089028,4.178333778,32943.02119
Dell,2.636849639,4,256,15.41743886,3.100884221,8951.260151
Dell,2.788990071,32,256,14.07738233,2.441681223,10805.22151
Dell,2.722116451,32,1000,16.21763649,2.619743049,32761.71743
Acer,3.167160644,32,1000,13.416655,2.93979943,32953.47077
Asus,1.849128137,16,1000,16.82141207,3.908205261,32130.93257
Acer,1.574933975,4,256,16.59393655,3.194841647,9026.50863
Asus,2.269824854,32,1000,15.44961572,2.020444094,33188.92315
Acer,3.261701907,8,256,12.67649531,3.570221555,9283.177998
Acer,2.00463363,8,1000,11.78992153,4.764540176,31446.97749
Lenovo,3.183581083,8,256,16.1282207,4.436232833,9468.282674
Acer,3.924780115,8,256,11.99181372,4.475634114,9684.282947
HP,1.734751789,16,512,16.12556473,4.385174053,17543.33454
Lenovo,3.181505296,32,1000,13.94459004,2.971192477,33000.20424
Acer,2.609375548,4,1000,13.4393407,4.295581501,31420.17334
Dell,3.670355636,32,256,16.41914467,2.429484073,10521.56081
HP,1.942874474,16,256,14.6231059,3.973148442,9643.781766
HP,3.231564881,8,256,14.45968404,3.9247057,9346.199598
HP,3.595288224,16,512,14.35259567,2.076709397,17769.02973
Lenovo,3.861535549,32,512,13.2270171,4.363910401,18371.27151
Acer,3.208120071,4,256,15.71385862,4.709744315,9240.676133
Acer,2.74293691,16,1000,12.51679066,2.802245835,31778.84713
Dell,3.044618101,4,1000,16.63336976,4.437172173,31234.92888
Dell,3.672262461,16,512,16.36391123,2.247217916,18071.45595
HP,2.926524367,4,512,13.02488195,3.799903575,16893.74026
Dell,1.575967649,4,256,15.37678262,3.456940596,9049.026872
Lenovo,3.827371739,8,1000,14.43933917,3.6377706,31735.42443
Acer,3.223816878,4,256,13.02589581,4.778615606,9412.599857
HP,3.191283464,8,512,16.93112989,4.613945742,17329.76781
Dell,2.039187881,32,1000,11.15142408,4.355250972,32526.82811
Lenovo,3.147213676,32,1000,12.51587618,2.821095373,32739.64822
Lenovo,2.484661014,8,512,14.12044437,4.735455886,16845.48099
Dell,3.128082443,8,256,14.13171802,2.292523077,9459.669088
Acer,1.766482576,16,256,14.53359845,4.55998765,9611.790008
Dell,3.144613262,16,1000,15.51005703,2.984480217,32216.95779
HP,3.998534314,16,512,14.74086698,2.161316935,17992.65705
Dell,1.620530097,32,1000,14.60168876,4.008070953,32533.06772
Lenovo,3.942935461,16,512,11.32108678,2.693839785,17430.73803
Dell,2.517269902,4,256,13.25918173,2.730713378,9121.350285
Acer,3.676883626,4,512,12.39233444,2.918141499,16675.42504
Asus,3.45596371,16,256,12.59222067,2.191054303,10040.27411
Dell,2.917540652,4,512,14.32602485,2.531381433,16924.30747
Acer,3.346123023,32,1000,12.19703189,2.015418883,32925.40345
Acer,3.696288903,4,256,12.76369461,3.336228563,9262.458812
Lenovo,2.510350804,32,1000,12.42250825,2.252766132,33009.99182
Acer,2.317582904,8,1000,16.69101766,4.047957815,31832.48694
Acer,3.168983464,8,256,16.66799439,2.706868554,9470.813523
Acer,3.519614855,8,256,14.65964935,4.830722432,9647.162498
Acer,3.405712837,8,1000,16.54713481,4.613754882,32038.62181
HP,3.494534122,4,1000,15.71487587,2.868322685,31751.62636
HP,2.588958287,16,1000,14.5396873,4.349646364,32023.99594
Lenovo,3.54458554,4,1000,11.03861127,4.409734714,31661.82553
Dell,1.800522638,32,256,15.63509772,4.959689342,10195.39226
Acer,2.861222745,4,256,15.21493005,3.793519961,9232.829064
Dell,1.514396651,4,1000,14.69152192,2.245897204,31227.62555
Dell,2.311464575,32,512,15.56254587,3.940511687,18116.16559
Lenovo,2.416153837,8,512,14.07753299,3.874939245,16640.72783
Acer,2.490431729,8,256,15.22449963,3.915051732,9137.906271
Acer,3.238668017,8,1000,16.61103252,2.921436944,31753.56092
Asus,2.471395253,16,1000,13.2548301,4.579038755,32192.5931
Dell,2.621734057,32,256,15.24873101,4.878416549,10617.70196
Dell,2.093860327,32,512,13.85412691,2.653137539,18317.25808
HP,2.433129479,4,512,15.04639791,2.264456474,17073.49197
Asus,2.068174068,16,512,15.57736001,2.5836051,17425.20779
HP,1.682989809,8,256,11.272715,4.461656418,9125.49438
HP,3.008621483,16,512,14.87960266,4.029933904,17324.41821
HP,3.170531996,32,256,12.36044711,3.908142027,11019.56817
Lenovo,3.048725865,32,256,15.02019523,3.205379405,10374.52647
Lenovo,2.65873511,4,1000,13.80998112,3.733483915,31494.35862
HP,2.44946445,4,512,15.64131645,2.923622376,17000.0428
Asus,3.658334124,32,256,11.74040489,3.431600238,10881.50644
Dell,2.797704463,8,512,14.75793411,4.379189085,16839.88987
Asus,2.697954694,8,512,12.67082437,4.943724792,16919.58958
Acer,1.564105165,16,1000,16.11789197,4.797466771,31727.41325
Lenovo,2.353119569,32,512,16.57030103,4.801597829,17817.92711
Dell,2.450489047,32,1000,16.97838976,3.206671205,32923.66424
Dell,2.497056952,8,256,15.77604441,3.406369642,9217.345503
Acer,2.950430923,8,512,15.52240442,4.116906189,17420.46167
Acer,2.834006367,32,256,12.29300455,4.766575784,10668.03049
HP,3.019762732,4,512,13.01604235,2.425982778,16908.29396
Lenovo,3.412208154,32,256,13.79409525,2.912725591,10614.65637
Lenovo,3.532464347,32,512,15.64028629,2.417740534,18478.1444
Asus,3.295307691,8,512,16.48979519,3.83602559,17159.32242
HP,3.88880924,8,512,12.1348346,2.918902991,17265.17733
HP,1.545581457,4,512,16.53420491,2.978323558,17050.34431
HP,1.989444964,4,512,15.17374791,2.212747878,16526.28524
HP,1.518907187,16,512,14.66462438,3.049388185,17192.85167
Lenovo,3.118686785,32,512,12.19904763,4.587489522,18423.12109
Lenovo,3.745076372,8,512,11.3331502,2.699218436,17128.65793
HP,2.108705741,4,512,14.41078939,4.085562399,17045.20968
Asus,3.817586362,16,256,14.9090941,3.888885035,10138.50213
Dell,1.650668476,16,1000,12.2646887,4.590453825,31685.74485
Dell,3.836090067,8,512,14.33873723,2.396863843,17330.83786
Asus,2.379056718,8,1000,16.13896042,4.932769881,31508.34111
HP,1.753552071,16,512,16.01039567,3.747885938,17134.10781
Lenovo,2.714679398,4,512,16.56413108,4.986422457,16856.31468
Dell,2.141941419,16,256,13.19531486,4.734544178,9877.701372
Acer,2.212182255,32,256,12.90829744,2.664551816,10603.04589
Acer,2.268224912,32,1000,15.49655604,2.16848603,32837.37572
Asus,3.507564745,8,256,13.58667443,2.766917281,9681.814504
HP,2.847903192,4,256,11.52529198,3.582690947,9197.983311
Dell,2.278269248,4,1000,12.69680678,2.514789101,31150.46349
HP,3.025834458,32,256,13.51149371,2.502379234,10601.34545
Dell,3.290376686,16,512,12.75509855,3.387780641,17524.66758
Asus,2.181560002,8,1000,12.99323343,2.099803914,31727.5167
Asus,2.533872754,16,1000,12.76265544,2.365664248,31925.07692
Acer,1.804715233,16,512,11.248995,3.247584018,17030.91419
HP,1.952873374,16,256,14.8225682,2.189389728,9636.02275
Acer,3.202794635,4,1000,14.58375452,3.190265169,31471.24646
HP,1.953595869,32,1000,14.92030099,3.422018798,32690.20316
Acer,2.812908459,4,512,12.15385938,3.353799842,16815.94497
Lenovo,3.272615654,32,512,12.77392725,4.607524572,18247.3176
Lenovo,1.767192308,8,256,14.71769556,3.590187365,9384.527048
Lenovo,2.918280549,8,1000,14.59776541,3.403941387,32024.43103
Lenovo,2.141406959,16,256,14.03798186,3.232127736,9829.3019
Dell,3.907317188,32,256,13.1024795,4.452870135,10424.74489
Lenovo,2.708864117,32,512,16.47758603,4.685169812,18156.07811
Asus,3.514981374,32,1000,13.03862145,4.559727408,32982.44101
Asus,2.875566355,16,1000,13.73371494,4.020639734,31740.32652
Dell,1.608531332,16,1000,15.06868299,2.412085238,31723.78073
Lenovo,3.082878439,8,512,14.25812859,2.830609908,17095.14617
Lenovo,3.878508356,4,512,13.08131586,2.138189191,16986.15128
Lenovo,3.00402955,32,512,13.61386874,4.792472225,18286.8886
Acer,3.547972149,32,512,15.76688491,3.982395589,18168.9425
HP,3.710516158,4,512,12.66877493,4.239088653,16921.03137
Acer,2.07019943,32,1000,11.85353144,2.934715219,32752.14531
HP,2.0301121,16,256,12.87897921,4.536960567,9600.272693
Lenovo,3.027452472,16,1000,16.09720529,2.778809851,32289.02522
Lenovo,2.527571175,32,256,11.53393829,2.004931271,10573.85856
Acer,3.599653257,16,512,16.95017644,3.129244888,17606.22034
Acer,3.750057808,16,256,14.24601739,3.712284443,10001.83284
HP,2.383553448,32,1000,16.90907446,3.436114574,32720.53241
Asus,2.092176397,8,1000,16.63397853,4.586228428,31551.2069
HP,3.451313788,4,256,13.71688229,2.316215858,9110.31475
Acer,2.187015089,16,512,12.19094645,3.661470322,17517.69213
Acer,3.556535796,8,512,11.98930866,3.538938049,17121.00509
Dell,2.559345634,16,1000,12.43993618,2.844178947,32245.01475
Acer,3.168874748,16,256,15.26079584,4.466684338,9936.623237
Dell,1.738838285,4,512,12.63769997,4.258545968,16440.80374
Asus,3.059648312,16,512,13.04855162,4.198577562,17541.13624
HP,2.629419197,4,1000,13.69267282,4.628577435,31615.39517
HP,2.966521158,4,512,16.47939608,4.168353802,16925.69246
Dell,1.920035519,4,256,12.13636051,2.695523875,8994.584946
HP,3.342184362,8,1000,11.03015932,4.116688135,31637.58172
Acer,3.656992694,32,1000,11.36057846,2.92310844,33034.19967
Lenovo,2.0418495,8,256,16.42859805,2.726523951,9337.256259
Dell,1.739286389,32,1000,14.88509879,2.219010779,32607.60598
HP,1.559096465,32,512,12.63824372,4.232085741,17766.40412
Dell,3.104928751,4,512,12.06315501,4.133002886,17138.51292
Dell,3.01773509,16,256,12.76560042,2.703498433,9932.648143
Lenovo,2.866743532,4,512,11.68878156,4.24813705,16715.11135
Acer,2.07986774,16,256,16.64919746,4.753522649,9725.353722
Dell,2.47726499,32,256,15.70523705,2.324086872,10270.60114
HP,2.986190838,4,512,13.77434706,2.697909915,16510.33181
Asus,2.741917147,16,256,16.18977563,4.250782382,10026.49774
Dell,3.969463801,8,512,12.49674923,2.823520021,17321.50277
Dell,1.841099381,16,1000,15.30272341,3.873991923,31925.99393
Lenovo,3.237861385,4,1000,16.13679499,2.243492673,31694.40469
Acer,2.51079692,8,256,13.14061227,3.356607437,9956.631887
Asus,2.570499037,16,512,15.54478667,4.217274266,17616.64186
HP,3.293994414,16,512,12.7704341,4.059541829,17324.52409
Asus,3.231090378,16,1000,12.79314281,4.445216302,31821.55349
HP,3.978139984,16,1000,11.64234307,4.63235638,32493.05845
Acer,1.820985724,16,512,13.64034828,4.319550504,17425.02778
HP,1.760274123,8,256,15.37827144,4.014763229,9314.484775
Lenovo,3.310847043,32,1000,16.64132483,2.095167475,32911.46842
Lenovo,2.945967293,8,256,14.62278195,3.60490002,9498.257175
Lenovo,2.185401666,8,256,16.17881323,2.113093175,9174.856632
Lenovo,1.698548422,8,1000,15.9349679,4.424203451,31646.72339
Asus,1.714145624,32,256,12.04005832,2.962173573,10530.53994
Acer,3.735477187,4,256,13.91490457,3.687288122,9259.826096
HP,1.979668312,32,512,11.70154121,2.838335922,18287.94316
HP,2.308428905,8,256,15.09291897,4.347500433,9323.039636
Lenovo,2.066641006,16,512,16.69939801,4.65950758,17459.09573
Lenovo,2.387490765,16,1000,11.82253675,3.195927483,31720.06294
Dell,1.673559607,8,1000,15.40329878,4.588767181,31543.33313
Acer,2.797649477,16,512,14.79342891,2.801225022,17352.26935
Asus,1.669031409,8,1000,14.50163022,3.603982769,31582.72575
HP,3.50089127,16,256,13.34072141,4.57628429,10194.66237
Dell,2.084280205,32,256,13.13078989,2.977644028,10487.59944
Dell,2.850029787,4,256,11.27149513,4.862126795,8946.643611
HP,3.700197719,4,1000,12.30745225,2.365638505,31787.82542
Asus,3.127193423,32,256,11.09106129,2.054825209,10687.06941
Dell,2.832394466,32,1000,14.48850263,4.712406058,33320.84523
Dell,2.310834383,8,256,11.63511942,2.205945998,9303.603397
Acer,2.332504783,8,512,16.23811636,4.975667588,16884.41161
Asus,3.173717388,8,1000,14.13885812,4.854190586,31923.10698
Dell,3.985348403,16,1000,15.19813945,2.41106273,32351.38623
Asus,3.154597975,8,256,13.46514255,3.612753877,9460.145105
HP,2.894458543,32,1000,14.36347885,2.554760892,32754.91847
Lenovo,3.326626276,4,1000,16.65595506,3.284465519,31641.11274
Dell,2.663014031,16,512,11.49640424,2.184275388,17406.84908
Acer,1.650355857,8,512,12.52362663,2.671773763,16788.15623
HP,2.90574204,16,256,15.67992996,3.089818389,9725.671351
Asus,3.894063211,16,512,11.59242324,3.315942501,17695.14751
HP,1.938257356,8,256,11.45396662,4.932488775,8962.711433
Dell,3.225012227,16,256,13.16924839,4.423596937,9612.352524
Asus,2.002334222,4,256,11.55300775,4.212229833,9111.311935
Lenovo,2.839569211,32,1000,14.51047065,3.611123944,33045.56205
HP,1.741691124,32,512,12.3576515,4.519993282,17748.77043
Dell,2.625927341,4,256,16.37418778,3.017968507,8836.578529
Acer,3.390408322,16,512,15.70100049,4.126697338,17409.08629
Asus,2.368928811,8,256,15.19823124,4.981351926,9282.277069
HP,3.162279311,16,512,14.70166416,2.943886727,17787.92019
HP,3.488624902,4,512,16.18079438,4.022052605,17010.57143
Lenovo,3.817944549,16,256,12.33837237,4.532944592,9791.154701
Lenovo,2.086605205,32,1000,16.23865306,4.74742275,32824.33712
Acer,2.49828979,16,512,15.73695379,4.153798073,17410.05583
Acer,1.881040033,4,1000,15.48896496,2.85082377,31081.27761
Dell,3.981208755,32,1000,14.36753407,2.978846455,32878.79139
Dell,3.81750242,16,256,12.47746497,2.062274096,9702.787542
Acer,2.849892826,16,256,13.5412875,4.282657933,10273.94804
Acer,3.605083236,32,256,15.76142393,2.128218818,10966.95923
Asus,2.802394943,8,512,11.19067091,4.593957064,16879.60962
Lenovo,3.05896422,32,256,15.69230462,2.355981843,10903.73248
Dell,1.72281108,8,256,12.44042444,2.515629536,9034.603152
Lenovo,3.388176051,4,512,11.8658552,3.429579412,17155.6926
Lenovo,1.819283709,4,512,11.69420791,4.213641246,16631.66578
Acer,3.565169076,32,256,11.16350007,2.417006616,10560.3635
Asus,3.455070219,32,256,14.14151891,3.320213225,10856.60636
HP,3.271861744,4,256,12.30955924,3.448553823,9273.58191
Asus,1.590400951,8,256,16.93659059,2.636856925,9290.096987
Asus,2.25782089,4,1000,14.44662054,2.34667513,31460.13124
